INDEX,ITEMNO,SHORTDESCR,SHORTDESCRFR,ARTIST,LONGDESCEN,LONGDESCFR,TRACKLIST,STUDIO,NOOFDISCS,DURATION,RATING,RELEASE,IMAGEURL1,PRODUCTLENGTH,PRODUCTWIDTH,PRODUCTHEIGHT,PRODUCTWEIGHT,SIZE,GENDER,LVL1CODE,LVL2CODE,LVL3CODE,METATITLE,METAKEYWORD,METADESCEN,METADESCFR,WEBDEAL1,WEBDEAL2,WEBDEAL3,WEBDEAL4,WEBDEAL5,PRODUCTTAG1,PRODUCTTAG2,PRODUCTTAG3,PRODUCTTAG4,PRODUCTTAG5
0,889466139390,,,,,,,,,,,,
1,760137209393,Double Dragon The Animated Series,Double Dragon The Animated Series,,"A martial-arts master and his twin brother fight evil in this animated series based on the extremely popular Beat 'em up Video-Game franchise published by SEGA. Based on the first title in the series, Billy and Jimmy Lee are twins separated at birth and raised by opposing factions. Following the Code of the Dragon, never to harm others intentionally and not fight if one can help it, Billy trains to become the Dragon Master by his 18th birthday. Billy Joins forces with policewoman Marian Martin and together they fight to protect The City from the Shadow Warriors, a criminal organization led by the mysterious Shadow Master, who secretly instructs Jimmy Lee in the dark ways of the Black Flame. Can long-lost brothers reunite to become the legendary Double Dragon?    ","A martial-arts master and his twin brother fight evil in this animated series based on the extremely popular Beat 'em up Video-Game franchise published by SEGA. Based on the first title in the series, Billy and Jimmy Lee are twins separated at birth and raised by opposing factions. Following the Code of the Dragon, never to harm others intentionally and not fight if one can help it, Billy trains to become the Dragon Master by his 18th birthday. Billy Joins forces with policewoman Marian Martin and together they fight to protect The City from the Shadow Warriors, a criminal organization led by the mysterious Shadow Master, who secretly instructs Jimmy Lee in the dark ways of the Black Flame. Can long-lost brothers reunite to become the legendary Double Dragon?    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137209393.jpg
2,760137209591,Adventures Of Sonic The Hedgehog,Adventures Of Sonic The Hedgehog,,"Based on the popular video game franchise published by SEGA... Sonic the Hedgehog is on the run with his faithful sidekick Tails and together they're racing to outpace the despicable Dr. Robotnik, foiling his plans to robotize and enslave the population of Planet Mobius. Sonic and friends always save the day. It's quick wit at supersonic speed in a fight for freedom and family fun!\xe2\x80\xa8\xe2\x80\xa8    ","Based on the popular video game franchise published by SEGA... Sonic the Hedgehog is on the run with his faithful sidekick Tails and together they're racing to outpace the despicable Dr. Robotnik, foiling his plans to robotize and enslave the population of Planet Mobius. Sonic and friends always save the day. It's quick wit at supersonic speed in a fight for freedom and family fun!\xe2\x80\xa8\xe2\x80\xa8    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137209591.jpg
3,051497005139,"Sass, Mike - Epic Fantasy Painting In Oils","Sass, Mike - Epic Fantasy Painting In Oils",,"Epic Fantasy Painting in Oils is the only film produced that teaches game-industry artwork in a traditional manner. These techniques skirt the boundary between fine and commercial art and are valuable lessons for any painter who wishes to work realistically. The extensive 2018 series runs an incredible 5 hours and 40 minutes on two discs. Mike Sass is one of the rare illustrators working today that uses both computer and traditional oil-painting methods. His meticulous artwork is recognized around the globe. His commercial work has adorned some of the gaming industry's most beloved and best selling products including Dungeons and Dragons, Hearthstone, Mass Effect, Star Wars Knights of the Old Republic and Baldur's Gate II. Mike has illustrated other gaming products for such companies as BioWare, Marvel, Wizards of the Coast, Blizzard Entertainment and more.    ","Epic Fantasy Painting in Oils is the only film produced that teaches game-industry artwork in a traditional manner. These techniques skirt the boundary between fine and commercial art and are valuable lessons for any painter who wishes to work realistically. The extensive 2018 series runs an incredible 5 hours and 40 minutes on two discs. Mike Sass is one of the rare illustrators working today that uses both computer and traditional oil-painting methods. His meticulous artwork is recognized around the globe. His commercial work has adorned some of the gaming industry's most beloved and best selling products including Dungeons and Dragons, Hearthstone, Mass Effect, Star Wars Knights of the Old Republic and Baldur's Gate II. Mike has illustrated other gaming products for such companies as BioWare, Marvel, Wizards of the Coast, Blizzard Entertainment and more.    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\051497005139.jpg
4,760137077589,My Samurai (Collector's Edition) [Blu-ray],My Samurai (Collector's Edition) [Blu-ray],,"When young Peter McCrea (John Kallo) witnesses a gang murder, he is thrust into a dangerous world where strength and power are the keys to survival. His only hope is Young Park (Julian Lee, Assassin's Code), a powerful martial arts master with a gift for destroying any opposition. On the run from the gang and the police, Young Park must teach Peter the secrets of self defense - and inner strength. From one action-packed sequence to the next, Peter learns about courage, force, and himself - so that he may confront the ultimate challenge of his life. MY SAMUARI is the solo directorial debut of Fred H. Dresch after making his mark as an assistant director on cult classics such as Final Exam and Syngenor and boasts a supporting cast that includes Mako (Conan The Barbarian), Terry O'Quinn (Lost) and Bubba Smith (Police Academy series).    ","When young Peter McCrea (John Kallo) witnesses a gang murder, he is thrust into a dangerous world where strength and power are the keys to survival. His only hope is Young Park (Julian Lee, Assassin's Code), a powerful martial arts master with a gift for destroying any opposition. On the run from the gang and the police, Young Park must teach Peter the secrets of self defense - and inner strength. From one action-packed sequence to the next, Peter learns about courage, force, and himself - so that he may confront the ultimate challenge of his life. MY SAMUARI is the solo directorial debut of Fred H. Dresch after making his mark as an assistant director on cult classics such as Final Exam and Syngenor and boasts a supporting cast that includes Mako (Conan The Barbarian), Terry O'Quinn (Lost) and Bubba Smith (Police Academy series).    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137077589.jpg
5,760137216094,Showdown + My Samurai (Action Double Feature),Showdown + My Samurai (Action Double Feature),,"SHOWDOWN:Ken Marks (Kenn Scott, Teenage Mutant Ninja Turtles II: The Secret of the Ooze) finds a dangerous enemy on his first day at his new school; an enemy who makes his living as the champion of an illegal fighting operation. School janitor and ex-cop Billy Grant (Billy Blanks, The Last Boy Scout) trains Ken to defend himself. What Billy doesn't know is that the man behind it all is the one man from his past who wants him dead. This classic martial arts blockbuster from the director of Best of the Best features an all-star cast that includes Christine Taylor (The Wedding Singer), Patrick Kilpatrick (Death Warrant), James Lew (Best of the Best) and Brion James (Blade Runner) in the movie the proves there's not a problem in the world that a good roundhouse kick to the face can't solve. MY SAMURAI:When young Peter McCrea (John Kallo) witnesses a gang murder, he is thrust into a dangerous world where strength and power are the keys to survival. His only hope is Young Park (Julian Lee, Assassin's Code), a powerful martial arts master with a gift for destroying any opposition. On the run from the gang and the police, Young Park must teach Peter the secrets of self defense - and inner strength. From one action-packed sequence to the next, Peter learns about courage, force, and himself - so that he may confront the ultimate challenge of his life. MY SAMUARI is the solo directorial debut of Fred H. Dresch after making his mark as an assistant director on cult classics such as Final Exam and Syngenor and boasts a supporting cast that includes Mako (Conan The Barbarian), Terry O'Quinn (Lost) and Bubba Smith (Police Academy series).    ","SHOWDOWN:Ken Marks (Kenn Scott, Teenage Mutant Ninja Turtles II: The Secret of the Ooze) finds a dangerous enemy on his first day at his new school; an enemy who makes his living as the champion of an illegal fighting operation. School janitor and ex-cop Billy Grant (Billy Blanks, The Last Boy Scout) trains Ken to defend himself. What Billy doesn't know is that the man behind it all is the one man from his past who wants him dead. This classic martial arts blockbuster from the director of Best of the Best features an all-star cast that includes Christine Taylor (The Wedding Singer), Patrick Kilpatrick (Death Warrant), James Lew (Best of the Best) and Brion James (Blade Runner) in the movie the proves there's not a problem in the world that a good roundhouse kick to the face can't solve. MY SAMURAI:When young Peter McCrea (John Kallo) witnesses a gang murder, he is thrust into a dangerous world where strength and power are the keys to survival. His only hope is Young Park (Julian Lee, Assassin's Code), a powerful martial arts master with a gift for destroying any opposition. On the run from the gang and the police, Young Park must teach Peter the secrets of self defense - and inner strength. From one action-packed sequence to the next, Peter learns about courage, force, and himself - so that he may confront the ultimate challenge of his life. MY SAMUARI is the solo directorial debut of Fred H. Dresch after making his mark as an assistant director on cult classics such as Final Exam and Syngenor and boasts a supporting cast that includes Mako (Conan The Barbarian), Terry O'Quinn (Lost) and Bubba Smith (Police Academy series).    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137216094.jpg
6,760137236382,Find Me Guilty [Blu-ray],Find Me Guilty [Blu-ray],,"BASED ON A TRUE STORY. From Academy Award\xc2\xae Winner* Sidney Lumet (Serpico, Network, Dog Day Afternoon) comes the most hysterically funny testament to bad courtroom behavior since My Cousin Vinny! Vin Diesel (The Fast and The Furious, XxX) ''gives a sensational performance'' (The New York Times) supported by an all-star cast that includes Peter Dinklage (''Game of Thrones''), Annabella Sciorra (Jungle Fever), Alex Rocco (The Godfather), Ron Silver (Reversal of Fortune) and Linus Roache (Batman Begins) in the true story of the most remarkable criminal trial in US history. Find Me Guilty proves beyond a reasonable doubt that justice has a strange sense of humor!    ","BASED ON A TRUE STORY. From Academy Award\xc2\xae Winner* Sidney Lumet (Serpico, Network, Dog Day Afternoon) comes the most hysterically funny testament to bad courtroom behavior since My Cousin Vinny! Vin Diesel (The Fast and The Furious, XxX) ''gives a sensational performance'' (The New York Times) supported by an all-star cast that includes Peter Dinklage (''Game of Thrones''), Annabella Sciorra (Jungle Fever), Alex Rocco (The Godfather), Ron Silver (Reversal of Fortune) and Linus Roache (Batman Begins) in the true story of the most remarkable criminal trial in US history. Find Me Guilty proves beyond a reasonable doubt that justice has a strange sense of humor!    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137236382.jpg
7,760137236498,Find Me Guilty,Find Me Guilty,,"BASED ON A TRUE STORY. From Academy Award\xc2\xae Winner* Sidney Lumet (Serpico, Network, Dog Day Afternoon) comes the most hysterically funny testament to bad courtroom behavior since My Cousin Vinny! Vin Diesel (The Fast and The Furious, XxX) ''gives a sensational performance'' (The New York Times) supported by an all-star cast that includes Peter Dinklage (''Game of Thrones''), Annabella Sciorra (Jungle Fever), Alex Rocco (The Godfather), Ron Silver (Reversal of Fortune) and Linus Roache (Batman Begins) in the true story of the most remarkable criminal trial in US history. Find Me Guilty proves beyond a reasonable doubt that justice has a strange sense of humor!    ","BASED ON A TRUE STORY. From Academy Award\xc2\xae Winner* Sidney Lumet (Serpico, Network, Dog Day Afternoon) comes the most hysterically funny testament to bad courtroom behavior since My Cousin Vinny! Vin Diesel (The Fast and The Furious, XxX) ''gives a sensational performance'' (The New York Times) supported by an all-star cast that includes Peter Dinklage (''Game of Thrones''), Annabella Sciorra (Jungle Fever), Alex Rocco (The Godfather), Ron Silver (Reversal of Fortune) and Linus Roache (Batman Begins) in the true story of the most remarkable criminal trial in US history. Find Me Guilty proves beyond a reasonable doubt that justice has a strange sense of humor!    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137236498.jpg
8,760137287087,The Illusionist [Blu-ray],The Illusionist [Blu-ray],,"Set in early 20th-century Vienna, a stage magician (Edward * Norton) uses his magic to win back the great love of his * life (Jessica Biel) from a brutal enemy, her fiancee (Rufus Sewell), who is also the powerful crowned prince of * Austria.    ","Set in early 20th-century Vienna, a stage magician (Edward * Norton) uses his magic to win back the great love of his * life (Jessica Biel) from a brutal enemy, her fiancee (Rufus Sewell), who is also the powerful crowned prince of * Austria.    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137287087.jpg
9,760137287193,The Illusionist,The Illusionist,,"Set in early 20th-century Vienna, a stage magician (Edward * Norton) uses his magic to win back the great love of his * life (Jessica Biel) from a brutal enemy, her fiancee (Rufus Sewell), who is also the powerful crowned prince of * Austria    ","Set in early 20th-century Vienna, a stage magician (Edward * Norton) uses his magic to win back the great love of his * life (Jessica Biel) from a brutal enemy, her fiancee (Rufus Sewell), who is also the powerful crowned prince of * Austria    ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\760137287193.jpg
10,065935585428,The Hunger Games (Bilingual) [Blu-ray + Digital Copy],The Hunger Games (Bilingual) [Blu-ray + Digital Copy],,"Every year in the ruins of what was once North America, the Capitol of the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games. Sixteen-year-old Katniss Everdeen volunteers in her younger sister\xe2\x80\x99s place to enter the games, and is forced to rely upon her sharp instincts when she\xe2\x80\x99s pitted against highly-trained Tributes who have prepared for these Games their entire lives. If she\xe2\x80\x99s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love.Chaque ann\xc3\xa9e, dans les d\xc3\xa9combres de ce qui \xc3\xa9tait autrefois l\xe2\x80\x99Am\xc3\xa9rique du Nord, le Capitole, gouvernement de la nation de Panem, oblige ses douze districts envoyer un adolescent et une adolescente \xc3\xa0 prendre part aux Hunger Games. Une jeune fille de 16 ans, Katniss Everdeen, se porte volontaire pour participer \xc3\xa0 la place de sa soeur cadette et doit se fier \xc3\xa0 ses r\xc3\xa9flexes instinctifs aiguis\xc3\xa9s pour esp\xc3\xa9rer rester en vie face aux tributs, entra\xc3\xaen\xc3\xa9s sans r\xc3\xa9pit depuis la naissance pour cet \xc3\xa9v\xc3\xa8nement. Si elle souhaite revoir le district 12, Katniss doit faire des choix impossibles entre la survie et l\xe2\x80\x99humanisme, la vie et l\xe2\x80\x99amour, pendant la comp\xc3\xa9tition.Building on her performance as a take-no-prisoners teenager in Winter\'s Bone, Jennifer Lawrence portrays heroine Katniss Everdeen in Gary Ross\'s action-oriented adaptation of author-screenwriter Suzanne Collins\'s young adult bestseller. Set in a dystopian future in which the income gap is greater than ever, 24 underprivileged youth fight to the death every year in a televised spectacle designed to entertain the rich and give the poor enough hope to quell any further unrest--but not too much, warns Panem president Snow (Donald Sutherland), because that would be ""dangerous."" Hailing from the same mining town, 16-year-olds Katniss and Peeta (Josh Hutcherson, The Kids Are All Right) represent District 12 with the help of escort Effie (an unrecognizable Elizabeth Banks) and mentor Haymitch (a scene-stealing Woody Harrelson). At first they\'re adversaries, but a wary partnership eventually develops, though the rules stipulate that only one contestant can win. For those who haven\'t read the book, the conclusion is likely to come as a surprise. Before it arrives, Ross (Pleasantville) depicts a society in which the Haves appear to have stepped out of a Dr. Seuss book and the Have-Nots look like refugees from the WPA photographs of Walker Evans. It\'s an odd mix, made odder still by frenetic fight scenes where it\'s hard to tell who\'s doing what to whom. Fortunately, Lawrence and Hutcherson prove a sympathetic match in this crazy, mixed-up combination of Survivor, Lost, and the collected works of George Orwell. --Kathleen C. Fennessy  ","Every year in the ruins of what was once North America, the Capitol of the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games. Sixteen-year-old Katniss Everdeen volunteers in her younger sister\xe2\x80\x99s place to enter the games, and is forced to rely upon her sharp instincts when she\xe2\x80\x99s pitted against highly-trained Tributes who have prepared for these Games their entire lives. If she\xe2\x80\x99s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love.Chaque ann\xc3\xa9e, dans les d\xc3\xa9combres de ce qui \xc3\xa9tait autrefois l\xe2\x80\x99Am\xc3\xa9rique du Nord, le Capitole, gouvernement de la nation de Panem, oblige ses douze districts envoyer un adolescent et une adolescente \xc3\xa0 prendre part aux Hunger Games. Une jeune fille de 16 ans, Katniss Everdeen, se porte volontaire pour participer \xc3\xa0 la place de sa soeur cadette et doit se fier \xc3\xa0 ses r\xc3\xa9flexes instinctifs aiguis\xc3\xa9s pour esp\xc3\xa9rer rester en vie face aux tributs, entra\xc3\xaen\xc3\xa9s sans r\xc3\xa9pit depuis la naissance pour cet \xc3\xa9v\xc3\xa8nement. Si elle souhaite revoir le district 12, Katniss doit faire des choix impossibles entre la survie et l\xe2\x80\x99humanisme, la vie et l\xe2\x80\x99amour, pendant la comp\xc3\xa9tition.Building on her performance as a take-no-prisoners teenager in Winter\'s Bone, Jennifer Lawrence portrays heroine Katniss Everdeen in Gary Ross\'s action-oriented adaptation of author-screenwriter Suzanne Collins\'s young adult bestseller. Set in a dystopian future in which the income gap is greater than ever, 24 underprivileged youth fight to the death every year in a televised spectacle designed to entertain the rich and give the poor enough hope to quell any further unrest--but not too much, warns Panem president Snow (Donald Sutherland), because that would be ""dangerous."" Hailing from the same mining town, 16-year-olds Katniss and Peeta (Josh Hutcherson, The Kids Are All Right) represent District 12 with the help of escort Effie (an unrecognizable Elizabeth Banks) and mentor Haymitch (a scene-stealing Woody Harrelson). At first they\'re adversaries, but a wary partnership eventually develops, though the rules stipulate that only one contestant can win. For those who haven\'t read the book, the conclusion is likely to come as a surprise. Before it arrives, Ross (Pleasantville) depicts a society in which the Haves appear to have stepped out of a Dr. Seuss book and the Have-Nots look like refugees from the WPA photographs of Walker Evans. It\'s an odd mix, made odder still by frenetic fight scenes where it\'s hard to tell who\'s doing what to whom. Fortunately, Lawrence and Hutcherson prove a sympathetic match in this crazy, mixed-up combination of Survivor, Lost, and the collected works of George Orwell. --Kathleen C. Fennessy  ",,,,,,,\\everest-nas3\sunrise_marketing\website_images\065935585428.jpg
